0;0.000000;0.000000;0.000000
22355;38.176000;38.176000;0.000000
152960;3.766000;3.766000;0.000000
115688;10.482000;10.482000;0.000000
67684;4.393000;4.393000;0.000000
26809;16.580000;16.580000;0.000000
280416;92.685000;92.685000;0.000000
232116;6.841000;6.841000;0.000000
182486;18.914000;18.914000;0.000000
240926;28.601000;28.601000;0.000000
33090;39.670000;39.670000;0.000000
221493;12.678000;12.678000;0.000000
92643;15.178000;15.178000;0.000000
1205;27.460000;27.460000;0.000000
238733;72.214000;72.214000;0.000000
83014;8.382000;8.382000;0.000000
209711;3.937000;3.937000;0.000000
81188;75.470000;75.470000;0.000000
124382;3.121000;3.121000;0.000000
189286;48.373000;48.373000;0.000000
45027;16.702000;16.702000;0.000000
166429;9.071000;9.071000;0.000000
95332;6.874000;6.874000;0.000000
293532;26.029000;26.029000;0.000000
12526;5.324000;5.324000;0.000000
297125;4.255000;4.255000;0.000000
129730;51.116000;51.116000;0.000000
103850;8.708000;8.708000;0.000000
149052;66.275000;66.275000;0.000000
257032;9.319000;9.319000;0.000000
178629;55.889000;55.889000;0.000000
61434;28.849000;28.849000;0.000000
157412;29.843000;29.843000;0.000000
47588;30.883000;30.883000;0.000000
39992;34.451000;34.451000;0.000000
154566;43.188000;43.188000;0.000000
297702;27.741000;27.741000;0.000000
283512;4.345000;4.345000;0.000000
108152;44.919000;44.919000;0.000000
231243;13.596000;13.596000;0.000000
103507;11.211000;11.211000;0.000000
197700;24.851000;24.851000;0.000000
43894;4.521000;4.521000;0.000000
80396;13.117000;13.117000;0.000000
159786;48.753000;48.753000;0.000000
286589;74.258000;74.258000;0.000000
207779;16.247000;16.247000;0.000000
10514;6.447000;6.447000;0.000000
194443;25.933000;25.933000;0.000000
256718;11.204000;11.204000;0.000000
200137;34.803000;34.803000;0.000000
183151;11.857000;11.857000;0.000000
133475;39.106000;39.106000;0.000000
229499;21.302000;21.302000;0.000000
67233;2.753000;2.753000;0.000000
132591;2.626000;2.626000;0.000000
3808;22.276000;22.276000;0.000000
183570;15.388000;15.388000;0.000000
147945;42.782000;42.782000;0.000000
134024;12.050000;12.050000;0.000000
259859;15.721000;15.721000;0.000000
41388;59.003000;59.003000;0.000000
211741;274.766000;274.766000;0.000000
51561;25.792000;25.792000;0.000000
23788;12.431000;12.431000;0.000000
244633;125.518000;125.518000;0.000000
264392;11.352000;11.352000;0.000000
122527;26.664000;26.664000;0.000000
26283;26.900000;26.900000;0.000000
242902;28.365000;28.365000;0.000000
231434;8.648000;8.648000;0.000000
91645;3.754000;3.754000;0.000000
51238;33.939000;33.939000;0.000000
