42830;26.056999;160.940994;295.825012;269.768005
267280;37.500000;162.539993;287.579987;250.080002
82254;5.957000;110.491997;215.026993;209.070007
150637;15.236000;110.664497;206.093002;190.856995
164365;4.687000;79.431503;154.175995;149.488998
270514;50.549999;123.375000;196.199997;145.649994
122883;60.558998;124.334999;188.110992;127.552002
78946;9.671000;68.380997;127.091003;117.419998
42800;15.440000;73.390503;131.341003;115.901001
292206;5.993000;62.718498;119.444000;113.450996
174170;17.993000;72.378502;126.764000;108.771004
92390;3.584000;56.929501;110.275002;106.691002
69967;23.160999;76.295502;129.429993;106.268997
89705;5.295000;58.088001;110.880997;105.585999
287877;5.626000;55.370499;105.114998;99.488998
244260;20.025999;68.825996;117.625999;97.599998
289684;5.676000;54.401001;103.125999;97.449997
276458;58.178001;102.612000;147.046005;88.867996
237673;8.226000;52.395500;96.565002;88.338997
245532;3.760000;45.353500;86.946999;83.186996
144690;34.762001;76.005501;117.249001;82.487000
91646;3.354000;42.584499;81.815002;78.460999
293893;17.302999;54.639999;91.976997;74.674004
165586;10.562000;47.555500;84.549004;73.987000
56149;31.969999;68.205498;104.441002;72.471001
167184;2.692000;25.743000;71.287003;68.595001
49171;7.240000;41.221500;75.203003;67.962997
266161;3.321000;37.090500;70.860001;67.539001
207430;13.332000;46.048000;78.764000;65.431999
111667;17.941000;49.387001;80.833000;62.891998
293341;3.199000;32.855499;62.512001;59.313000
231207;116.636002;146.233002;175.830002;59.194000
137195;4.056000;33.508499;62.960999;58.904999
190197;16.517000;45.634499;74.751999;58.235001
87898;9.864000;37.987999;66.112000;56.248001
185738;20.945999;49.053001;77.160004;56.214001
74588;13.951000;42.050499;70.150002;56.199001
101182;8.171000;34.668499;61.166000;52.994999
20787;90.850998;117.027496;143.203995;52.353001
41646;4.241000;29.772499;55.304001;51.063000
212261;12.029000;36.952999;61.876999;49.848000
78588;37.958000;61.727501;85.497002;47.539001
182572;2.674000;25.565500;48.457001;45.783001
945;30.266001;53.021000;75.776001;45.509998
61336;2.726000;24.972500;47.219002;44.493000
237677;13.253000;34.790501;56.327999;43.075001
113560;6.112000;26.728001;47.344002;41.231998
216677;11.043000;31.200500;51.358002;40.314999
248222;19.864000;39.678501;59.493000;39.629002
102672;10.668000;30.382000;50.096001;39.428001
